"","chr","start","end","value","area","cluster","indexStart","indexEnd","L","clusterL","p.value","fwer","p.valueArea","fwerArea"
"Block_193",5,141003392,143176383,0.0199768246590343,9.48899171304127,61,231136,231610,475,8919,0.00316546302010069,0.39,0.00819641520204724,0.546
"Block_194",4,153768250,154506403,0.029942687193864,3.68295052484528,50,215748,215870,123,2301,0.00236342716500776,0.39,0.0584152411709368,0.982
"Block_195",2,119954389,120621749,0.0302617041646595,3.20774064145391,26,153736,153841,106,1216,0.0025217003160128,0.394,0.0730154947636484,0.994
"Block_196",7,27865298,30504058,0.0208674320718089,8.97299579087784,73,257135,257564,430,6281,0.00319747332030396,0.398,0.00943770350992942,0.584
"Block_197",3,132400646,134150122,0.0257999891370717,5.70179759929285,40,197141,197361,221,6216,0.00275288581748082,0.398,0.0258412040140916,0.814
"Block_198",3,24393915,25946096,0.0295415345480965,4.01764869854112,30,186662,186797,136,3632,0.00239010241517715,0.398,0.0503842125199397,0.96
"Block_199",5,25701887,28473812,-0.0305888750653885,2.63064325562341,54,220990,221075,86,2991,0.0026390714167581,0.402,0.098655745226464,1
"Block_200",12,106988382,108230064.5,0.0285076200338622,4.56121920541795,151,71905,72064,160,7322,0.0025199219660015,0.406,0.0400288804041834,0.93
"Block_201",11,55028287,56700198,-0.0295896669252408,3.75788769950558,141,50225,50351,127,5490,0.00252881371605797,0.406,0.0564483860584473,0.98
"Block_202",2,154440870,156299479,-0.0314971178731814,1.98431842601043,27,156759,156821,63,4586,0.00258216421639674,0.412,0.145285860872565,1
"Block_203",1,210495145,214140135.2,0.0195619805991493,8.9202631532121,16,23772,24227,456,5445,0.00385546282448219,0.422,0.00955685296068602,0.586
"Block_204",4,99649510,102314547,0.0242009342612052,5.95342982825647,49,211979,212224,246,4804,0.00364561752314967,0.422,0.0236947355504616,0.792
"Block_205",11,126453738.5,128414713,-0.0265260339884462,5.30520679768924,143,59444,59643,200,4825,0.00297162286886981,0.422,0.0298673884396579,0.858
"Block_206",10,59961765,61153075,0.0289527559716333,3.96652756811377,133,34575,34711,137,756,0.00271731881725497,0.422,0.0514867895269411,0.96
"Block_207",5,152528120,154222942,0.0260320564352499,5.28450745635573,61,232838,233040,203,8919,0.00320636507036042,0.426,0.0301021306411485,0.858
"Block_208",2,215362367,216807329,0.0263690858239788,5.27381716479577,29,162331,162530,200,6382,0.0030907723196264,0.428,0.030196383191747,0.858
"Block_209",2,168546279,170319755,0.0238755650804539,6.13602022567665,27,157916,158172,257,4586,0.0037096381235562,0.43,0.0222613854413598,0.772
"Block_210",4,25621615,26235129,0.0295317294302358,2.95317294302358,43,207084,207183,100,1496,0.00314767951998777,0.434,0.0831947702282868,1
"Block_211",3,110892814,113547960,0.02113362689148,8.22098086078572,40,194354,194742,389,6216,0.0036153855729577,0.436,0.0115290431232094,0.644
"Block_212",2,241174108.8,242658688,0.021800293308965,7.56470177821084,29,166334,166680,347,6382,0.00376832367392886,0.436,0.014146774339832,0.68
"Block_213",10,52053390,52374940,0.0306023219757852,2.2645718262081,131,34235,34308,74,330,0.00289693216839552,0.436,0.121576898522013,1
"Block_214",4,186256946,187239390,0.0279233106482166,4.63526956760396,53,218127,218292,166,1164,0.00277778271763892,0.438,0.0387644735461544,0.92
"Block_215",10,106136305,111287855,-0.0251789011933103,5.56453716372157,135,40742,40962,221,6782,0.00333618462118477,0.44,0.0270380335716915,0.83
"Block_216",1,202848987,203635628,0.0261293461710011,5.17361054185821,15,22361,22558,198,1780,0.00331306607103797,0.444,0.0312847333986581,0.868
"Block_217",3,83983736,86703014,-0.0306772889162018,2.05537835738552,35,192914,192980,67,183,0.00303920016929892,0.444,0.13874331118102,1
"Block_218",1,224445667,225507096,0.0291411253073671,2.79754802950724,16,25347,25442,96,5445,0.00346956087203171,0.452,0.0902975001733891,1
"Block_219",9,77654882,77880858,0.0362658667341324,0.652785601214384,117,287959,287976,18,516,0.00160229336017456,0.454,0.421187973374544,1
"Block_220",11,75126221,77012681.8,0.0208720220674187,7.74352018701235,141,53738,54108,371,5490,0.00426981837711335,0.458,0.0133162848845584,0.662
"Block_221",15,39354532,40631433,0.0232270790998792,6.29453843606727,173,96485,96755,271,7146,0.00407242152585988,0.458,0.021004091983376,0.762
"Block_222",4,11626669.5,13383322,-0.0296559361859802,2.43178676725038,43,206077,206158,82,1496,0.00342332377173811,0.458,0.110353731600746,1
"Block_223",6,13114660,13641938,0.0285708487043546,3.28564760100077,62,238263,238377,115,3405,0.00357270517268668,0.46,0.0703817583969242,0.988
"Block_224",2,192386957,193151082,0.0295937143829764,2.48587200817002,28,160270,160353,84,1434,0.00338597842150096,0.46,0.106967753179245,1
"Block_225",14,42581186,44864223,-0.0321058074798506,1.57318456651268,160,86319,86367,49,132,0.00269242191709688,0.462,0.192033347619412,1
"Block_226",3,23154370,23776925,0.0295076807603851,2.50815286463274,30,186492,186576,85,3632,0.00346600417200913,0.466,0.105614428820652,1
"Block_227",5,114313758,117259646,0.0235332505122561,6.02451213113755,61,228263,228518,256,8919,0.00414889057634546,0.468,0.0231203284968141,0.784
"Block_228",5,44316088,45889756,-0.0303324299543754,1.9716079470344,55,222684,222748,65,1147,0.00333618462118477,0.47,0.146523592480425,1
"Block_229",4,148978250,150185998,0.0298371490387693,2.20794902886893,50,215285,215358,74,2301,0.00348023097209947,0.472,0.125976536449951,1
"Block_230",10,49396173,49818338,0.0298371536591483,2.17811221711782,130,33929,34001,73,283,0.0035193546723479,0.472,0.128345298664993,1
"Block_231",2,23568967.6666667,24705666,0.0255852348450245,4.98912079477979,17,143655,143849,195,10302,0.00391770507487743,0.48,0.0337228512641401,0.884
"Block_232",11,114974803,115741935,0.0284985442216963,3.0493442317215,143,57295,57401,107,4825,0.00393015352495647,0.482,0.0791525806526189,0.994
"Block_233",2,71771924,74087113,0.0222568426534926,6.38771384155239,17,149679,149965,287,10302,0.004851338830806,0.486,0.0203567725792655,0.758
"Block_234",15,36469091,37585390,0.0280676362513574,3.67686034892782,173,96195,96325,131,7146,0.00371319482357879,0.49,0.0585681792719079,0.982
"Block_235",3,167458853,168919516,0.0281456931103947,3.54635733190973,41,200224,200349,126,4229,0.00376654532391756,0.492,0.0621479978446398,0.982
"Block_236",3,103328370,104658148,-0.0328663652094493,1.38038733879687,40,193829,193870,42,6216,0.0025217003160128,0.494,0.221918519559183,1
"Block_237",17,70657207.5,71871715,0.0233054768256009,5.82636920640022,186,125599,125848,250,5635,0.00469662237982355,0.496,0.0247581888572145,0.804
"Block_238",18,58735951,60258745,0.0274988678594421,4.1798279146352,192,132523,132674,152,2350,0.00358515362276573,0.502,0.0468755279476596,0.954
"Block_239",9,101142609,102131421,0.0277158859499864,3.79707637514814,118,290200,290336,137,2525,0.00388213807465158,0.502,0.0554969688024058,0.98
"Block_240",4,42416643,43474414,-0.0300273704947858,1.86169697067672,45,208347,208408,62,1035,0.00368474122339811,0.502,0.157394646099456,1
"Block_241",15,23632053.5,25593263.5,-0.0247387104826371,5.21986791183642,169,94962,95172,211,480,0.00421824622678586,0.504,0.030749450045259,0.86
"Block_242",12,55073935,56078391,-0.0281541974151961,3.18142430791716,147,66994,67106,113,2743,0.00414533387632287,0.506,0.0740024790199157,0.994
"Block_243",5,92615386,94172463,0.0279312536864804,3.54726921818301,60,226673,226799,127,2699,0.00398706072531784,0.508,0.0621177658944478,0.982
"Block_244",8,76313791,78564866,-0.0282165644016243,2.96273926217055,93,277542,277646,105,2266,0.00434806577761022,0.508,0.0827092806752039,1
"Block_245",17,41527162,43091249,0.0212824172011786,6.59754933236538,185,121669,121978,310,1784,0.00552711183509716,0.512,0.0189909997705928,0.744
"Block_246",1,231855832,232644324.5,0.0280012556598566,3.22014440088351,16,26517,26631,115,5445,0.00422713797684233,0.512,0.072611809311085,0.994
"Block_247",9,74560136,75192209,0.0295037251852464,1.97674958741151,117,287766,287832,67,516,0.00405285967573566,0.512,0.145981195726981,1
"Block_248",1,206913187,208911104,0.0205073166419986,6.74690717521753,16,23230,23558,329,5445,0.00613352918894791,0.514,0.018098268064924,0.73
"Block_249",8,99532927,101288539,0.0270603236977026,4.2484708205393,97,279240,279396,157,2233,0.00381100407419988,0.514,0.0454599613386708,0.946
"Block_250",12,78956646,80132212,0.0281058923804868,2.83869513042917,151,69260,69360,101,7322,0.00457213787903308,0.516,0.0883021914607189,1
"Block_251",6,71856575,72254462,0.0307600397997995,1.63028210938938,65,244892,244944,53,536,0.00344110727185103,0.518,0.184414896171035,1
"Block_252",4,113969489,117787910,-0.0242722219775967,5.0971666152953,49,213029,213238,210,4804,0.0049473697314158,0.522,0.0322788310549706,0.874
"Block_253",7,82954068,84542846,0.0279483906542834,3.15816814393402,80,262132,262244,113,831,0.00440497297797158,0.524,0.0748685354754152,0.994
"Block_254",2,124260712,126716943,-0.0296433632904032,1.837888524005,27,154355,154416,62,4586,0.00407597822588246,0.526,0.159923459815514,1
"Block_255",13,67550124,68955876,-0.0289874260081157,1.88418269052752,154,80578,80642,65,394,0.00464505022949607,0.53,0.155004543684279,1
"Block_256",15,32928768,33397692,0.0278481752604538,3.11899562917083,173,95787,95898,112,7146,0.00457569457905566,0.532,0.0763303391846977,0.994
"Block_257",11,91913958,93529756,0.0261305015803173,4.20701075443108,141,55167,55327,161,5490,0.00455079767889757,0.534,0.0463349095442267,0.954
"Block_258",1,87369041,89127007,0.0270683046508592,3.81663095577114,4,12565,12705,141,11588,0.00444053997819743,0.534,0.055036376149481,0.98
"Block_259",14,45833847,46516953,-0.0330668593208336,0.892805201662508,160,86423,86449,27,132,0.00270664871718722,0.544,0.333568668318161,1
"Block_260",21,40693555,42818806,0.0249354202181214,4.68785900100683,204,177062,177249,188,2976,0.00500783363179974,0.548,0.0379162005907679,0.906
"Block_261",2,27789246,29304236,0.0205907204547362,6.13603469551137,17,144428,144725,298,10302,0.00722543609588152,0.554,0.0222578287413372,0.772
"Block_262",5,121478818,124144812.333333,0.0208831427957481,5.97257883958394,61,228773,229058,286,8919,0.00714007529533948,0.554,0.0235293489994114,0.79
"Block_263",1,110539271,111091475,0.0268082368516388,3.75315315922943,5,14472,14611,140,1702,0.00472863268002682,0.554,0.0565568654091361,0.98
"Block_264",7,120311502,120938235,0.0284898018604312,2.10824533767191,84,265454,265527,74,445,0.00494914808142709,0.554,0.134224523802326,1
"Block_265",7,130499719,130881686,0.027997151751462,2.4357522023772,85,266393,266479,87,2152,0.00516432843279349,0.56,0.110140329599391,1
"Block_266",10,53058518,54248549,0.0282826175140967,2.17776154858545,131,34359,34435,77,330,0.00510564288242083,0.56,0.128375530615185,1
"Block_267",22,42556374,43733644,0.020414617132031,5.96106820255304,207,182350,182641,292,5116,0.00780873489958547,0.566,0.0236324933000663,0.792
"Block_268",22,19770634,20402637,0.0272472766602591,2.91545860264772,205,178609,178715,107,471,0.00553066853511975,0.566,0.0848148470885743,1
"Block_269",2,95425206,95977225,0.0292505394530795,1.72578182773169,23,151128,151186,59,1900,0.00459703477919117,0.566,0.172366574844528,1
"Block_270",10,55892708,57428083,-0.0324341962262656,1.00546008301423,131,34511,34541,31,330,0.00304275686932151,0.566,0.301382311463778,1
"Block_271",14,25064903.6666667,27510116,-0.0259410063547618,3.91709195956904,159,85159,85309,151,1956,0.0052319057332226,0.568,0.0526658355844281,0.974
"Block_272",17,26173312,26942092.4,0.0262794623989729,3.7842425854521,184,119301,119444,144,1262,0.0052087871830758,0.57,0.0558135151044158,0.98
"Block_273",5,58321624,59072686,0.0274210986327685,2.63242546874578,56,223700,223795,96,1346,0.00566404478596668,0.572,0.0985668277258994,1
"Block_274",15,80913388,82425284,0.0217404328912028,5.4568486556919,173,102666,102916,251,7146,0.00717564229556533,0.574,0.028220636329201,0.85
"Block_275",18,77882420,78012113.5,0.0327825995610292,0.819564989025731,193,134151,134175,25,1182,0.00298940636898273,0.574,0.357482140920012,1
"Block_276",2,1093528.33333333,3241545.33333333,-0.0180320029521324,7.01444914837951,17,140848,141236,389,10302,0.0077055905989305,0.576,0.0166666963058335,0.71
"Block_277",3,81627150,81959060,0.0323827867600051,0.939100816040147,33,192857,192885,29,93,0.00314234446995389,0.578,0.319733105230305,1
"Block_278",6,107360994.333333,108729872,0.025564643020918,4.06477824032596,70,247039,247197,159,1335,0.00535283353399049,0.582,0.0493438777633336,0.958
"Block_279",3,97406327,97852335,0.0302455545258859,1.54252328082018,39,193211,193261,51,667,0.00412043697616477,0.582,0.196438320597383,1
"Block_280",9,117136408,117867451,0.026982630890031,2.75222835078316,122,291604,291705,102,4720,0.00614064258899308,0.584,0.092424406786895,1
"Block_281",3,151378812,152627880.5,0.0246018106174146,4.47752953236946,40,199043,199224,182,6216,0.00576363238659907,0.588,0.0413804264127657,0.936
"Block_282",1,146893108,147384851,0.0283151380696162,1.9254293887339,10,15854,15921,68,90,0.00550932833498423,0.588,0.150985472658758,1
"Block_283",9,71032491,71293590,0.0322984567396494,0.904356788710183,117,287461,287488,28,516,0.00324371042059756,0.588,0.329958617795237,1
"Block_284",2,103488858,105421222,-0.026773301483925,2.86474325877998,23,152305,152411,107,1900,0.00625090028969322,0.59,0.0870858000529948,1
"Block_285",6,7396315,9611207,0.0244227556842841,4.37167326748686,62,237539,237717,179,3405,0.00625267863970451,0.596,0.043357951625323,0.94
"Block_286",14,106574121,107288070,-0.0274841197579029,2.39111841893755,162,94773,94859,87,8366,0.00590767873751376,0.596,0.11297324116738,1
"Block_287",9,71972733,72216753,0.03194485422217,1.02223533510944,117,287562,287593,32,516,0.00340554027162518,0.596,0.297155173486935,1
"Block_288",11,96257647,96698526,-0.0371751844280717,0.44610221313686,141,55703,55714,12,5490,0.00191172626213946,0.596,0.528431370805539,1
"Block_289",18,7562058,9017748,0.0247884288546316,4.28839819185127,187,128420,128592,173,1436,0.00587566843731049,0.598,0.0448001934844812,0.944
"Block_290",1,18978917,20827473,0.0150796077121124,6.99693797842016,4,3484,3947,464,11588,0.00819641520204724,0.6,0.0167805107065562,0.71
"Block_291",1,5540355.33333333,6183300,0.025064600216025,4.2108528362922,2,685,852,168,2463,0.00568004993606832,0.6,0.0462282085435491,0.954
"Block_292",13,82448693,85443884,-0.0291420431503915,1.57367033012114,155,81481,81534,54,943,0.00493492128133675,0.6,0.191955100218915,1
"Block_293",4,136170474,137843895,0.0297577975536546,1.54740547279004,50,214186,214237,52,2301,0.00451523067867171,0.6,0.195734093992912,1
"Block_294",10,47575095,47702742,0.0323143911033216,0.840174168686363,128,33850,33875,26,26,0.00329172587090246,0.6,0.350423869725192,1
"Block_295",11,101424832,102074864,0.0290451790211475,1.56843966714197,143,55883,55936,54,4825,0.00508252433227403,0.604,0.192776697924132,1
"Block_296",11,13087008,14156722,0.0263530918084876,3.10966483340154,136,46702,46819,118,3353,0.00630602914004329,0.608,0.0767571431874079,0.994
"Block_297",4,168827246,169589443,0.0271576393391326,2.28124170448714,51,216676,216759,84,582,0.00654788474157907,0.608,0.120351615364233,1
"Block_298",8,84730091,85618110.5,-0.0326112427569194,0.717447340652227,95,278059,278080,22,81,0.00328994752089117,0.608,0.394596305655687,1
"Block_299",3,176893572,178233049,0.0240059093656461,4.41708732327889,41,201197,201380,184,4229,0.00675773004291159,0.61,0.0425114570199478,0.936
"Block_300",8,33636059,37132810,-0.0244704258407594,4.13550196708834,91,273849,274017,169,3627,0.00664925069222274,0.616,0.0477842648034301,0.956
"Block_301",11,45817196,46231609,0.0276375102295983,1.96226322630148,137,49695,49765,71,2426,0.00646252394103703,0.616,0.147423437586139,1
"Block_302",7,41525,213539.75,0.0308530541832232,1.29582827569538,72,254168,254209,42,42,0.0040439679256792,0.616,0.236790860703622,1
"Block_303",7,35238551,36502351,0.0249890281199708,4.04822255543526,73,258094,258255,162,6281,0.00609974053873335,0.62,0.0497208879657276,0.96
"Block_304",4,24660347.5,25080650,0.027996600552873,1.70779263372526,43,206971,207031,61,1496,0.00639494664060791,0.62,0.17458417730861,1
"Block_305",2,74117821.5,76235594,0.0187787761864595,5.91531449873474,17,149968,150282,315,10302,0.0101774971146271,0.622,0.0240237303025507,0.8
"Block_306",3,125880631,126896327,0.0238520140263223,4.36491856681698,40,196152,196334,183,6216,0.0071116216951588,0.622,0.0434646526260005,0.94
"Block_307",11,37958963,42995976,-0.0257761404297233,3.55710737930182,137,49047,49184,138,2426,0.00617976628924152,0.626,0.0618741319429007,0.982
"Block_308",2,190798046,192161142,0.022759901242342,4.73405945840715,28,160021,160228,208,1434,0.00772515244905472,0.628,0.0372315358364203,0.902
"Block_309",4,164479924,165238640,-0.0309646074440093,1.14569047542834,51,216471,216507,37,582,0.00406175142579212,0.628,0.267230877846916,1
"Block_310",12,51733408,52983097,0.0199561563909176,5.34824991276593,147,66332,66599,268,2743,0.0102059507148078,0.63,0.0293836772365864,0.856
"Block_311",13,87098885,91284474,-0.0259658967385077,3.19380529883644,156,81586,81708,123,2712,0.00666525584232437,0.63,0.0735578915170926,0.994
"Block_312",16,12084695.3333333,12799655,0.0255889780712519,3.63363488611778,175,107140,107281,142,2234,0.00628113223988519,0.632,0.0597169933792029,0.982
